N,P,K,temperature,humidity,ph,month,season,soil_type,region,label
32.69,12.37,57.6,28.62,31.52,7.81,12,permanent,sandy,aswan,date_palm
52.93,18.04,70.88,19.98,56.41,8.03,10,winter,alluvial,north_delta,garlic
81.77,37.35,115.8,29.69,52.55,7.46,4,summer,sandy,upper_egypt,tomato_summer
82.41,17.19,50.72,29.4,69.99,7.94,5,summer,clayey_delta,north_delta,rice
64.55,22.28,78.54,27.56,44.25,7.48,3,permanent,sandy,upper_egypt,mango
90.26,33.78,115.1,29.87,60.74,7.91,8,summer,alluvial,east_delta,tomato_summer
90.85,30.94,101.19,23.55,64.97,8.06,3,summer,clayey_delta,north_delta,tomato_summer
72.9,17.18,73.51,28.22,48.19,7.83,5,permanent,reclaimed,middle_egypt,mango
28.55,30.75,46.01,20.64,52.29,7.97,4,winter,loamy_clay,middle_egypt,faba_bean
69.96,21.75,92.74,29.83,63.76,7.67,6,summer,alluvial,middle_egypt,cucumber
87.8,29.3,64.19,24.36,70.18,7.83,6,permanent,alluvial,south_delta,mint
49.47,19.18,74.47,30.16,40.85,8.02,7,permanent,reclaimed,new_lands,pomegranate
80.61,19.11,56.23,29.53,55.61,8.12,6,summer,alluvial,south_delta,cotton
34.92,15.85,85.48,33.62,40.95,7.68,7,summer,calcareous,new_lands,watermelon
69.18,28.9,106.3,17.6,62.92,7.57,2,winter,sandy,east_delta,tomato_winter
48.95,24.14,68.14,18.17,61.31,8.19,4,winter,clayey_delta,north_delta,garlic
58.77,34.26,27.2,16.39,54.87,8.14,1,winter,clayey_delta,south_delta,sugar_beet
33.9,21.17,69.01,29.64,52.67,7.6,8,summer,calcareous,west_delta,watermelon
48.03,17.0,89.74,30.1,35.0,7.62,5,summer,calcareous,new_lands,watermelon
89.01,33.25,92.79,23.3,55.42,7.92,10,winter,loamy_clay,west_delta,tomato_winter
19.97,16.08,45.49,28.55,48.81,7.84,9,permanent,sandy,north_coast,olive
78.26,44.47,126.75,15.68,62.42,7.6,12,winter,loamy_clay,middle_egypt,potato
58.19,27.66,73.16,17.37,63.5,7.96,12,winter,loamy_clay,middle_egypt,cabbage
90.06,47.35,125.71,15.91,62.44,7.71,1,winter,loamy_clay,west_delta,potato
30.5,17.52,23.48,18.57,55.53,7.95,12,winter,calcareous,north_coast,barley
55.19,28.31,64.75,19.52,71.03,8.15,10,winter,clayey_delta,north_delta,cabbage
41.7,13.36,82.72,28.4,44.99,7.65,4,summer,sandy,sinai_north,watermelon
105.09,30.65,32.4,29.49,53.66,8.24,7,summer,clayey_delta,north_delta,maize
65.78,20.39,13.56,15.9,54.04,7.9,11,winter,alluvial,middle_egypt,wheat
66.9,20.35,70.71,31.71,46.74,7.96,8,permanent,reclaimed,new_lands,mango
52.2,17.74,59.58,18.19,46.46,7.84,3,winter,alluvial,middle_egypt,onion
48.64,25.75,76.11,28.9,44.86,7.72,9,permanent,loamy_clay,upper_egypt,pomegranate
79.52,33.85,110.24,16.67,70.18,7.54,11,winter,sandy,east_delta,tomato_winter
72.05,20.39,84.41,31.38,48.33,7.8,6,summer,loamy_clay,upper_egypt,eggplant
38.19,17.53,24.24,22.13,58.7,7.79,10,winter,loamy_clay,west_delta,coriander
49.41,21.26,46.94,24.91,67.53,7.87,9,summer,alluvial,north_delta,basil
93.58,23.54,39.12,32.04,49.74,8.03,8,summer,alluvial,north_delta,maize
85.06,22.88,97.1,29.79,50.61,7.61,9,permanent,sandy,upper_egypt,citrus
72.53,34.77,99.47,19.05,60.67,7.82,10,winter,alluvial,south_delta,tomato_winter
18.93,18.28,33.97,14.32,58.07,7.69,1,winter,sandy,sinai_north,lentil
89.04,30.74,57.2,24.47,70.6,8.28,8,permanent,clayey_delta,north_delta,mint
62.27,22.09,77.46,18.94,59.09,7.65,10,winter,loamy_clay,south_delta,cabbage
38.75,32.03,38.4,22.0,55.61,8.0,4,winter,clayey_delta,north_delta,sugar_beet
29.93,21.62,32.07,18.49,45.82,7.92,2,winter,loamy_clay,west_delta,cumin
21.15,21.76,15.44,16.0,48.05,7.91,12,winter,reclaimed,middle_egypt,lentil
62.28,39.49,119.11,22.3,61.46,7.76,10,winter,loamy_clay,south_delta,potato
42.88,23.69,31.27,18.04,45.5,7.92,2,winter,calcareous,new_lands,cumin
86.62,22.22,84.93,22.32,60.22,7.83,12,permanent,loamy_clay,middle_egypt,citrus
35.69,10.53,50.86,36.12,28.57,8.11,8,permanent,reclaimed,aswan,date_palm
39.27,24.43,26.83,22.87,52.43,7.92,10,winter,loamy_clay,west_delta,cumin
20.57,22.82,22.4,16.1,54.96,7.99,1,winter,reclaimed,sinai_north,lentil
69.67,20.01,72.38,26.59,45.41,7.95,3,permanent,reclaimed,aswan,mango
86.3,24.68,85.35,27.94,58.23,7.99,6,summer,clayey_delta,north_delta,cotton
33.24,22.96,57.49,26.84,45.02,7.98,1,permanent,reclaimed,middle_egypt,pomegranate
22.59,27.77,43.3,16.14,58.15,8.18,2,winter,clayey_delta,south_delta,faba_bean
80.4,31.16,78.34,23.54,64.79,7.96,9,permanent,loamy_clay,south_delta,mint
104.91,22.06,48.49,26.65,77.67,7.85,6,summer,alluvial,north_delta,rice
32.79,16.25,45.92,28.44,43.69,7.84,8,permanent,reclaimed,west_delta,olive
84.21,20.63,88.51,23.24,53.27,7.87,12,permanent,reclaimed,new_lands,citrus
89.74,34.28,57.39,24.78,74.56,8.06,7,permanent,clayey_delta,north_delta,mint
22.18,27.72,31.34,15.39,53.13,7.85,3,winter,loamy_clay,middle_egypt,faba_bean
71.81,27.28,63.44,25.43,46.15,7.6,2,permanent,sandy,aswan,mango
58.07,17.45,65.83,17.57,56.95,8.07,3,winter,loamy_clay,south_delta,garlic
39.48,16.59,72.59,18.39,65.19,8.1,3,winter,alluvial,north_delta,garlic
90.86,19.53,90.5,25.34,59.75,7.85,11,permanent,loamy_clay,west_delta,citrus
19.73,16.69,44.57,21.28,53.85,7.84,11,permanent,calcareous,west_delta,olive
94.26,22.58,48.29,28.98,72.69,7.84,6,summer,alluvial,north_delta,rice
72.49,36.33,102.07,19.19,63.27,7.87,12,winter,loamy_clay,west_delta,tomato_winter
96.09,40.3,116.52,27.36,64.4,7.85,4,summer,loamy_clay,west_delta,tomato_summer
106.04,21.26,30.59,31.14,49.57,8.0,6,summer,alluvial,south_delta,maize
50.78,20.96,84.0,18.57,54.1,8.01,10,winter,clayey_delta,south_delta,garlic
29.12,15.5,52.65,21.35,44.32,7.81,1,permanent,sandy,new_lands,olive
94.95,27.57,64.89,20.23,70.35,7.62,12,permanent,alluvial,north_delta,mint
40.89,15.65,28.31,17.03,40.48,7.97,11,winter,reclaimed,new_lands,barley
81.43,40.13,124.57,20.14,53.4,7.69,11,winter,alluvial,south_delta,potato
66.15,36.88,84.24,24.54,59.48,7.86,5,permanent,reclaimed,middle_egypt,grapes
60.92,31.5,67.29,29.1,66.61,7.53,6,summer,alluvial,middle_egypt,pepper
60.42,35.35,52.73,20.2,57.86,7.98,3,winter,loamy_clay,west_delta,sugar_beet
78.96,43.61,113.14,18.49,58.89,7.83,11,winter,loamy_clay,west_delta,potato
69.7,21.29,56.2,24.5,60.14,7.73,5,summer,alluvial,south_delta,basil
34.83,22.35,75.48,27.08,57.35,7.84,10,permanent,calcareous,west_delta,pomegranate
62.31,32.1,85.08,22.0,51.49,7.4,12,permanent,sandy,sinai_north,grapes
58.8,22.76,46.49,27.14,52.63,7.79,9,summer,alluvial,south_delta,basil
47.76,34.91,29.22,19.57,58.13,8.08,3,winter,clayey_delta,north_delta,sugar_beet
70.0,26.25,68.75,29.66,59.96,8.06,4,summer,alluvial,middle_egypt,cotton
70.7,25.07,52.72,22.77,61.85,7.5,4,summer,alluvial,north_delta,pepper
22.08,19.78,12.94,16.55,56.84,7.96,2,winter,alluvial,south_delta,berseem
117.08,27.36,35.76,29.97,54.2,7.91,9,summer,alluvial,south_delta,maize
38.36,27.6,22.27,15.88,50.18,7.75,1,winter,alluvial,middle_egypt,cumin
87.73,42.45,123.08,18.58,61.52,7.61,11,winter,loamy_clay,middle_egypt,potato
78.45,33.48,101.03,30.34,60.4,7.77,6,summer,sandy,east_delta,tomato_summer
59.84,20.97,66.42,21.52,49.3,8.06,10,winter,clayey_delta,south_delta,onion
28.97,24.73,32.81,19.26,49.66,7.97,12,winter,alluvial,middle_egypt,cumin
73.86,17.16,80.82,29.66,48.0,7.83,9,summer,sandy,upper_egypt,eggplant
29.07,29.76,32.51,15.31,59.32,8.11,1,winter,clayey_delta,south_delta,faba_bean
29.37,27.04,22.07,17.39,50.11,7.82,12,winter,loamy_clay,middle_egypt,cumin
68.91,27.74,90.72,26.46,54.42,7.56,8,permanent,sandy,sinai_north,grapes
62.36,18.9,85.2,25.85,67.09,7.84,5,summer,alluvial,north_delta,cucumber
33.5,22.23,63.8,27.26,52.67,8.0,3,permanent,calcareous,west_delta,pomegranate
38.68,23.83,59.65,20.88,54.73,8.05,2,permanent,calcareous,west_delta,pomegranate
68.7,26.85,88.13,25.03,64.7,7.59,12,permanent,sandy,east_delta,mango
46.98,32.09,36.27,18.34,53.94,8.16,1,winter,clayey_delta,south_delta,sugar_beet
98.69,29.93,155.09,27.78,61.33,7.75,6,permanent,alluvial,upper_egypt,banana
43.69,31.52,40.14,16.56,61.0,7.84,11,winter,loamy_clay,south_delta,sugar_beet
24.35,21.21,14.9,18.82,53.47,7.86,3,winter,loamy_clay,middle_egypt,berseem
26.0,12.87,39.01,23.09,47.73,7.92,11,permanent,calcareous,north_coast,olive
26.4,10.12,59.05,37.28,31.48,7.84,10,permanent,sandy,upper_egypt,date_palm
62.06,30.93,65.25,27.11,62.72,7.6,9,summer,sandy,east_delta,pepper
73.83,25.71,54.71,24.49,69.65,7.8,4,summer,clayey_delta,north_delta,pepper
110.08,32.92,138.37,26.15,65.8,7.72,11,permanent,alluvial,upper_egypt,banana
21.42,19.38,20.27,14.0,63.54,7.77,3,winter,alluvial,north_delta,berseem
63.47,29.25,86.09,20.09,51.36,7.96,1,permanent,loamy_clay,middle_egypt,grapes
32.31,8.72,47.43,31.18,32.11,8.05,4,permanent,calcareous,new_lands,date_palm
107.56,30.32,32.67,31.11,60.25,8.03,6,summer,alluvial,north_delta,maize
17.27,20.31,5.73,19.61,56.42,7.85,2,winter,loamy_clay,middle_egypt,berseem
76.6,31.23,93.59,19.79,63.29,7.6,11,winter,sandy,east_delta,tomato_winter
34.87,20.11,42.15,16.83,44.39,7.55,11,winter,sandy,new_lands,barley
103.47,39.72,103.75,29.53,60.92,7.67,6,summer,sandy,east_delta,tomato_summer
62.07,28.51,59.64,30.32,53.85,7.43,7,summer,sandy,upper_egypt,pepper
60.1,23.09,71.23,32.27,48.49,7.94,8,permanent,loamy_clay,upper_egypt,mango
20.85,20.14,13.75,14.51,58.88,8.13,1,winter,clayey_delta,north_delta,berseem
14.99,17.98,30.89,17.97,62.56,8.2,11,winter,clayey_delta,north_delta,berseem
62.37,27.95,67.68,18.31,71.18,7.75,1,winter,alluvial,south_delta,cabbage
72.91,24.43,61.33,30.52,49.36,8.17,7,summer,clayey_delta,south_delta,cotton
88.19,34.66,50.11,22.5,70.4,7.74,4,permanent,loamy_clay,south_delta,mint
35.97,15.34,37.37,19.02,60.39,7.7,2,winter,alluvial,north_delta,coriander
23.13,19.83,23.33,17.62,56.92,7.87,11,winter,alluvial,south_delta,berseem
40.39,14.51,79.9,31.44,49.09,7.67,6,summer,sandy,upper_egypt,watermelon
97.73,25.7,76.66,25.34,75.69,8.17,6,permanent,clayey_delta,north_delta,mint
36.0,19.9,42.2,17.05,57.12,7.8,1,winter,loamy_clay,south_delta,coriander
77.54,24.97,59.32,28.3,68.87,7.85,5,summer,alluvial,south_delta,rice
55.15,20.6,44.19,21.76,50.91,7.84,4,winter,loamy_clay,upper_egypt,onion
78.3,20.07,89.99,31.18,49.66,7.85,6,summer,loamy_clay,upper_egypt,eggplant
67.08,18.9,80.71,28.11,48.89,7.69,3,permanent,sandy,aswan,mango
44.58,26.2,66.07,19.36,60.06,8.16,4,winter,clayey_delta,north_delta,garlic
32.15,12.97,58.76,32.45,29.4,7.9,3,permanent,sandy,aswan,date_palm
22.23,22.11,16.96,16.06,61.37,7.71,11,winter,loamy_clay,south_delta,berseem
40.32,21.49,69.22,24.95,38.2,8.03,2,permanent,calcareous,new_lands,pomegranate
105.27,27.74,33.34,34.97,45.0,7.89,8,summer,alluvial,middle_egypt,maize
104.34,21.34,23.42,28.68,66.92,7.85,7,summer,alluvial,south_delta,rice
10.83,20.03,36.79,18.47,51.03,8.05,11,winter,calcareous,west_delta,lentil
48.86,21.59,64.88,15.62,62.98,8.06,1,winter,alluvial,south_delta,garlic
86.17,35.7,90.96,17.54,62.32,7.97,11,winter,loamy_clay,west_delta,tomato_winter
58.76,34.6,82.27,26.91,49.34,7.65,5,permanent,calcareous,west_delta,grapes
19.15,15.15,20.87,15.2,57.25,7.9,1,winter,loamy_clay,middle_egypt,berseem
45.55,18.38,54.28,28.23,54.9,7.84,4,permanent,calcareous,west_delta,pomegranate
51.65,27.12,43.47,18.98,59.37,8.13,2,winter,clayey_delta,north_delta,sugar_beet
25.03,26.99,32.9,15.49,62.37,7.84,3,winter,alluvial,north_delta,faba_bean
34.78,15.11,52.51,25.15,42.12,7.82,5,permanent,reclaimed,new_lands,olive
20.1,18.75,16.85,16.42,58.52,8.04,3,winter,clayey_delta,south_delta,berseem
112.29,38.58,151.96,30.53,68.78,7.72,9,permanent,loamy_clay,middle_egypt,banana
20.93,29.1,33.13,20.86,54.46,7.74,4,winter,alluvial,middle_egypt,faba_bean
64.55,26.7,62.14,28.91,59.38,7.5,6,summer,alluvial,upper_egypt,pepper
73.17,21.97,90.37,27.45,49.97,7.71,10,permanent,loamy_clay,upper_egypt,citrus
75.06,22.3,28.17,15.06,49.16,7.9,2,winter,loamy_clay,upper_egypt,wheat
120.0,31.45,150.96,28.79,68.86,7.89,5,permanent,alluvial,middle_egypt,banana
72.67,39.35,120.52,18.39,59.34,7.72,12,winter,alluvial,south_delta,potato
80.95,33.77,98.25,15.66,70.61,7.8,2,winter,loamy_clay,south_delta,tomato_winter
59.82,22.47,55.37,17.93,48.18,8.01,2,winter,alluvial,middle_egypt,onion
95.86,27.01,33.11,30.25,51.76,7.78,9,summer,alluvial,south_delta,maize
87.02,38.81,85.72,17.18,70.14,7.89,1,winter,loamy_clay,west_delta,tomato_winter
72.33,26.91,50.67,28.15,62.64,7.5,6,summer,alluvial,east_delta,pepper
35.24,19.81,26.56,18.18,53.22,7.64,4,winter,sandy,sinai_north,barley
89.13,18.13,58.16,31.2,68.99,7.8,9,summer,clayey_delta,north_delta,rice
55.81,24.44,51.99,29.7,59.04,7.75,7,summer,alluvial,north_delta,basil
87.93,40.2,119.65,18.23,61.93,7.65,2,winter,loamy_clay,west_delta,potato
23.64,35.57,34.47,15.16,63.71,8.21,2,winter,clayey_delta,north_delta,faba_bean
18.89,34.59,25.64,13.83,58.55,7.9,3,winter,alluvial,middle_egypt,faba_bean
61.18,19.22,102.66,24.17,68.62,7.7,5,summer,loamy_clay,west_delta,cucumber
76.63,29.16,69.42,28.76,64.87,8.19,9,summer,alluvial,north_delta,cotton
28.21,11.39,58.46,23.8,47.19,7.74,4,permanent,calcareous,sinai_north,olive
27.23,23.93,25.28,20.74,54.61,8.11,10,winter,calcareous,west_delta,cumin
102.41,35.19,151.54,25.51,61.88,7.85,10,permanent,alluvial,south_delta,banana
52.26,14.79,66.25,17.97,60.36,8.03,2,winter,loamy_clay,middle_egypt,garlic
90.38,30.66,70.07,20.02,59.3,7.75,1,permanent,alluvial,middle_egypt,mint
89.21,25.67,71.11,29.43,46.29,7.62,7,permanent,sandy,upper_egypt,mango
60.73,24.15,57.95,18.65,41.37,7.98,1,winter,loamy_clay,upper_egypt,onion
40.25,26.91,39.1,16.87,60.5,8.19,4,winter,clayey_delta,south_delta,sugar_beet
41.46,23.08,67.0,25.5,38.49,7.76,3,permanent,loamy_clay,middle_egypt,pomegranate
25.98,32.69,43.23,15.29,55.57,8.18,3,winter,clayey_delta,north_delta,faba_bean
106.24,30.19,34.42,31.47,47.95,7.75,8,summer,alluvial,upper_egypt,maize
27.33,13.72,22.06,17.58,69.52,8.16,3,winter,clayey_delta,north_delta,berseem
93.78,30.44,61.42,26.14,70.45,7.89,6,summer,alluvial,south_delta,rice
18.91,19.48,11.37,16.0,62.33,7.61,12,winter,alluvial,north_delta,berseem
71.25,28.28,62.72,26.81,68.51,7.55,5,summer,alluvial,north_delta,pepper
79.44,46.02,143.08,17.29,63.92,7.67,12,winter,sandy,east_delta,potato
78.43,22.99,80.6,30.47,51.3,8.14,6,summer,alluvial,middle_egypt,cotton
27.7,15.87,51.86,23.0,50.78,7.77,5,permanent,sandy,north_coast,olive
82.68,23.43,99.08,25.16,58.92,7.83,4,permanent,loamy_clay,west_delta,citrus
75.83,19.73,70.48,32.25,45.0,8.11,6,summer,alluvial,middle_egypt,cotton
101.31,32.15,29.41,29.53,45.87,7.89,6,summer,alluvial,middle_egypt,maize
65.63,21.65,67.89,17.34,63.39,7.88,2,winter,clayey_delta,north_delta,onion
83.54,20.69,109.44,28.07,59.26,7.89,6,permanent,alluvial,east_delta,citrus
83.79,20.64,100.4,25.45,61.64,7.83,4,summer,clayey_delta,east_delta,eggplant
35.04,20.18,82.07,31.7,49.49,7.6,5,summer,calcareous,west_delta,watermelon
53.46,20.78,98.09,23.49,72.66,7.93,3,summer,loamy_clay,west_delta,cucumber
89.45,26.61,67.5,26.53,61.72,7.8,7,permanent,loamy_clay,middle_egypt,mint
82.95,17.45,70.26,24.97,50.16,7.7,12,permanent,loamy_clay,middle_egypt,mango
85.38,37.02,85.23,20.7,61.31,7.93,11,winter,loamy_clay,west_delta,tomato_winter
71.61,23.44,93.46,30.55,49.32,7.76,5,summer,alluvial,upper_egypt,eggplant
89.06,22.62,49.12,27.73,68.62,7.82,6,summer,alluvial,north_delta,rice
26.18,8.17,55.26,33.45,25.37,7.9,8,permanent,sandy,upper_egypt,date_palm
79.73,22.58,109.89,26.43,51.72,7.84,12,permanent,reclaimed,new_lands,citrus
48.28,21.25,48.03,28.25,54.2,7.9,4,summer,alluvial,middle_egypt,basil
24.81,26.95,27.31,18.21,62.75,8.28,4,winter,clayey_delta,north_delta,faba_bean
40.83,16.81,29.43,17.78,53.91,7.56,3,winter,sandy,sinai_north,barley
40.64,15.4,64.94,31.51,51.84,7.79,7,permanent,loamy_clay,west_delta,pomegranate
59.17,20.63,67.61,16.14,55.68,7.97,1,winter,alluvial,south_delta,garlic
57.71,22.56,90.16,30.78,48.6,8.12,6,permanent,reclaimed,new_lands,mango
101.89,26.64,39.3,33.49,45.0,7.88,6,summer,loamy_clay,middle_egypt,maize
28.13,9.45,33.77,35.69,28.66,7.85,5,permanent,sandy,upper_egypt,date_palm
69.63,28.99,66.03,27.97,61.56,7.59,6,summer,sandy,east_delta,pepper
49.03,9.25,48.36,30.08,31.9,7.89,1,permanent,sandy,new_lands,date_palm
80.96,33.25,102.09,20.06,60.12,7.64,11,winter,sandy,east_delta,tomato_winter
51.45,18.15,98.94,25.63,63.34,7.8,8,summer,alluvial,north_delta,cucumber
26.59,10.51,52.84,31.1,31.95,7.8,10,permanent,sandy,upper_egypt,date_palm
105.73,26.73,33.99,32.16,45.0,7.88,8,summer,alluvial,middle_egypt,maize
61.98,26.9,57.56,29.98,58.7,7.75,8,summer,alluvial,south_delta,basil
29.46,16.9,53.21,25.73,46.43,7.9,7,permanent,sandy,sinai_north,olive
79.75,22.83,83.43,29.14,48.0,7.91,4,summer,alluvial,upper_egypt,eggplant
62.48,27.51,65.04,27.82,50.95,8.06,5,summer,alluvial,south_delta,cotton
42.66,19.39,67.27,27.35,44.32,7.97,6,permanent,loamy_clay,middle_egypt,pomegranate
30.77,23.4,18.75,19.11,45.83,7.95,10,winter,loamy_clay,middle_egypt,cumin
76.28,23.94,25.79,15.78,55.69,8.06,1,winter,clayey_delta,north_delta,wheat
55.02,26.31,70.34,16.08,68.02,7.85,12,winter,alluvial,south_delta,cabbage
86.36,24.64,47.76,27.96,65.0,7.92,5,summer,alluvial,south_delta,rice
71.33,23.46,87.45,30.18,48.19,8.04,6,permanent,loamy_clay,middle_egypt,mango
35.8,14.77,36.2,15.62,56.09,8.02,12,winter,reclaimed,sinai_north,barley
91.85,29.63,98.51,24.01,67.35,8.05,10,winter,alluvial,south_delta,tomato_winter
94.64,21.5,41.08,28.34,67.69,7.74,6,summer,alluvial,south_delta,rice
80.08,22.25,92.26,25.45,45.0,7.75,3,permanent,reclaimed,new_lands,citrus
20.04,23.16,19.34,17.8,60.09,7.69,10,winter,alluvial,north_delta,berseem
75.82,21.91,84.48,33.24,48.0,7.81,7,summer,alluvial,middle_egypt,eggplant
110.42,36.67,146.73,26.0,65.41,7.82,5,permanent,loamy_clay,middle_egypt,banana
73.88,24.03,53.23,18.59,48.98,7.94,11,winter,alluvial,middle_egypt,onion
75.28,22.68,54.63,25.4,46.49,7.9,11,permanent,reclaimed,new_lands,mango
86.98,27.1,62.98,29.11,54.36,8.03,4,summer,alluvial,middle_egypt,cotton
95.71,34.74,109.26,30.7,52.06,7.71,6,summer,loamy_clay,upper_egypt,tomato_summer
40.71,19.93,28.28,19.42,55.45,7.79,3,winter,alluvial,north_delta,coriander
94.1,31.67,96.93,21.82,52.76,7.93,10,winter,alluvial,middle_egypt,tomato_winter
80.76,31.57,75.91,26.76,65.91,7.85,6,permanent,loamy_clay,south_delta,mint
54.92,34.16,90.89,28.67,55.33,7.57,8,permanent,sandy,sinai_north,grapes
61.65,27.39,63.75,10.76,72.8,8.19,2,winter,clayey_delta,north_delta,cabbage
105.66,34.55,145.9,26.56,63.69,7.69,8,permanent,loamy_clay,middle_egypt,banana
63.37,22.69,60.96,28.29,63.95,7.68,5,summer,loamy_clay,south_delta,basil
53.76,31.52,97.71,23.6,61.13,7.96,4,permanent,calcareous,west_delta,grapes
42.45,8.44,69.55,24.14,44.57,7.83,2,permanent,loamy_clay,middle_egypt,pomegranate
59.08,28.85,85.76,23.39,55.15,7.71,11,permanent,loamy_clay,west_delta,grapes
87.14,22.32,80.05,26.74,63.59,7.79,11,permanent,reclaimed,west_delta,citrus
79.6,36.06,100.31,30.63,63.04,7.93,6,summer,clayey_delta,east_delta,tomato_summer
71.9,25.55,29.45,17.82,55.29,7.8,3,winter,alluvial,south_delta,wheat
76.28,41.18,128.99,15.88,62.48,7.68,1,winter,loamy_clay,south_delta,potato
58.33,26.84,65.68,14.74,65.83,8.01,11,winter,alluvial,south_delta,cabbage
32.25,11.68,53.83,33.48,24.94,7.9,8,permanent,sandy,new_lands,date_palm
62.16,24.92,61.38,27.07,58.13,7.66,2,permanent,sandy,east_delta,mango
91.4,31.91,71.52,19.91,76.33,8.15,12,permanent,clayey_delta,north_delta,mint
84.52,43.84,129.35,19.42,63.07,7.6,12,winter,alluvial,north_delta,potato
44.85,26.34,96.87,26.69,64.12,7.84,5,summer,loamy_clay,middle_egypt,cucumber
79.42,41.09,122.96,18.93,60.29,7.74,11,winter,alluvial,south_delta,potato
65.71,17.5,48.91,17.28,55.19,7.95,2,winter,alluvial,south_delta,onion
103.58,31.78,154.85,26.66,66.2,7.73,6,permanent,alluvial,middle_egypt,banana
80.29,22.01,82.56,28.36,56.84,7.78,8,permanent,alluvial,east_delta,citrus
21.36,23.14,38.51,16.58,55.05,7.78,2,winter,alluvial,middle_egypt,faba_bean
70.72,19.66,74.37,26.14,59.6,7.79,9,summer,sandy,east_delta,eggplant
84.68,32.35,101.19,30.1,55.11,7.9,8,summer,loamy_clay,west_delta,tomato_summer
59.77,26.54,14.44,16.66,57.47,7.69,12,winter,alluvial,north_delta,wheat
14.26,16.26,21.61,18.32,46.56,7.89,4,winter,calcareous,new_lands,lentil
58.97,26.91,61.36,28.96,53.64,7.6,5,summer,alluvial,upper_egypt,pepper
36.46,21.22,16.7,20.19,40.68,7.55,2,winter,sandy,upper_egypt,cumin
68.31,32.4,84.76,23.05,41.45,7.86,2,permanent,loamy_clay,upper_egypt,grapes
76.83,48.83,120.82,14.61,55.48,7.7,1,winter,loamy_clay,middle_egypt,potato
73.8,22.24,97.74,30.35,50.64,7.77,5,summer,alluvial,middle_egypt,eggplant
55.79,21.49,46.49,20.87,57.57,7.91,10,winter,clayey_delta,north_delta,onion
100.17,32.19,29.48,31.61,63.76,7.84,5,summer,alluvial,north_delta,maize
67.56,27.28,53.42,31.49,45.02,8.09,8,summer,loamy_clay,middle_egypt,cotton
55.22,22.09,65.43,17.52,59.9,7.73,2,winter,loamy_clay,middle_egypt,cabbage
22.48,30.35,25.92,16.0,66.77,8.18,4,winter,clayey_delta,north_delta,faba_bean
32.72,12.78,51.73,37.26,24.55,7.93,7,permanent,reclaimed,aswan,date_palm
82.53,41.49,127.48,18.3,59.82,7.67,2,winter,alluvial,south_delta,potato
42.34,12.14,48.0,30.46,39.9,8.03,3,permanent,reclaimed,new_lands,date_palm
90.87,46.93,132.9,14.66,64.16,7.67,1,winter,loamy_clay,west_delta,potato
93.19,40.58,100.56,31.2,59.51,7.95,7,summer,loamy_clay,west_delta,tomato_summer
88.16,29.34,83.7,23.06,59.58,7.74,9,winter,loamy_clay,middle_egypt,tomato_winter
69.11,23.61,17.49,16.3,54.43,8.22,2,winter,clayey_delta,south_delta,wheat
113.29,28.9,33.38,26.36,53.69,8.15,5,summer,clayey_delta,north_delta,maize
60.42,28.68,60.78,31.19,55.15,7.74,7,summer,loamy_clay,upper_egypt,pepper
62.1,22.67,59.92,27.61,58.22,7.63,7,summer,sandy,east_delta,basil
79.73,30.56,77.95,17.14,67.76,7.89,2,winter,loamy_clay,south_delta,tomato_winter
47.33,24.24,45.22,18.04,62.97,7.79,4,winter,loamy_clay,west_delta,sugar_beet
78.75,26.34,93.85,25.03,45.0,7.66,4,permanent,sandy,new_lands,citrus
41.64,11.36,33.51,13.57,54.98,7.46,12,winter,sandy,sinai_north,barley
60.18,19.02,88.37,30.05,66.17,7.69,8,summer,alluvial,south_delta,cucumber
99.16,18.63,43.76,28.77,69.01,7.94,8,summer,clayey_delta,north_delta,rice
34.02,31.14,24.81,19.02,62.77,8.08,4,winter,clayey_delta,north_delta,faba_bean
101.87,33.52,152.78,24.33,73.33,7.74,3,permanent,alluvial,south_delta,banana
45.55,17.49,59.45,31.52,58.14,7.85,8,summer,alluvial,upper_egypt,basil
33.84,14.75,21.75,17.31,56.24,7.98,3,winter,calcareous,north_coast,barley
54.67,20.71,86.83,31.08,50.16,7.86,7,permanent,reclaimed,new_lands,mango
36.88,19.76,33.75,19.2,63.36,7.76,3,winter,loamy_clay,west_delta,coriander
66.25,24.2,77.15,25.96,52.91,7.72,2,permanent,loamy_clay,upper_egypt,mango
49.11,21.8,71.7,15.53,64.75,8.03,2,winter,clayey_delta,north_delta,garlic
41.85,21.39,91.43,29.8,45.26,7.61,5,summer,reclaimed,sinai_north,watermelon
66.51,14.96,86.45,27.24,72.63,8.22,9,summer,clayey_delta,north_delta,cucumber
58.23,19.73,57.86,15.51,62.45,8.19,3,winter,alluvial,south_delta,garlic
50.35,37.29,96.0,22.66,49.24,7.88,10,permanent,calcareous,sinai_north,grapes
41.89,18.92,63.73,16.0,64.76,8.03,2,winter,clayey_delta,north_delta,garlic
26.91,34.2,44.8,17.48,57.73,7.77,4,winter,alluvial,middle_egypt,faba_bean
67.13,25.55,62.34,20.17,51.07,7.98,3,winter,alluvial,south_delta,onion
47.66,19.97,71.15,23.14,54.5,8.18,10,winter,alluvial,middle_egypt,garlic
77.31,32.32,92.8,20.67,59.95,7.83,10,winter,alluvial,middle_egypt,tomato_winter
27.13,13.94,53.0,18.42,49.65,7.81,2,permanent,calcareous,north_coast,olive
